Name,Description,Model,Predictions
Comparative transcriptomics of C. neoformans mutants defective in heterochromatin regulation,"Stranded RNA-Seq profiles of WT, ezh2Δ, msl1Δ, ccc1Δ, clr4Δ, and ccc1-W52A 
		aromatic cage mutant.",gpt-3.5-turbo,"Bioinformatics	Genomics	Sequence analysis
"
Deep RNA-Seq under diverse growth conditions,"Growth conditions tested: hyphae-inducing, tissue culture medium buffered to different pH's, high oxidative stress, low oxidative stress, nitrosative stress, and cell wall damage–inducing.",gpt-3.5-turbo,"Environmental sciences   Genetics    Toxicology
"
Parasite transcriptome during infection in mouse brain.,Transcriptome of Toxoplasma gondii from injected mouse neurons,gpt-3.5-turbo,"Immunology	RNA	Cell biology
"
Parasite infected erythrocyte surface proteins (PIESP) (3D7),"Intact parasite-infected P. falciparum 3D7 erythrocytes were biotin labeled and 
      purified surface proteins were analyzed by MudPIT.",gpt-3.5-turbo,"DNA, Genetics, Microbiology
"
ESTs in TvCS library,T. vaginalis G3 EST sequences,gpt-3.5-turbo,"Proteomics    Mitochondria    Parasitology
"
<i>Anopheles maculatus</i> maculatus3 Genome Sequence and Annotation,Genome Sequence and Annotation for Anopheles maculatus maculatus3,gpt-3.5-turbo,"Genetics	Population genetics	Molecular biology
"
<i>Trypanosoma cruzi</i> strain 231 Genome Sequence,Genomic Sequence of Trypanosoma cruzi strain 231.,gpt-3.5-turbo,"Infectious disease	RNA	Transcriptomics
"
Generic RNA-Seq for gene prediction (aligned to SDA-500 strain),RNA-Seq of 15 genomes of Anopheles,gpt-3.5-turbo,"Genomics	Annotation	Pathology
"
Whole male vs female (from non-lactating vs lactating),The transcriptomes included in this project include information derived from whole male and whole female tsetse flies. Female samples include those from non-lactating and lactating females.,gpt-3.5-turbo,"Microbiology	Medicine	Public health and epidemiology
"
Community structure and insecticide resistance of malaria vectors in northern-central Myanmar,"During October and November 2019, larvae and adult females of Anopheles mosquitoes were collected in three sentinel villages of Banmauk township in northern Myanmar. Adult female mosquitoes collected by cow-baited tent collection and adults reared from field-collected larvae were used to determine mortality rates and knockdown resistance against deltamethrin using the standard WHO susceptibility test. Molecular species identification was performed by multiplex PCR and ITS2 PCR, followed by DNA sequencing. The kdr mutation at position 1014 of the voltage-gated sodium channel gene was genotyped by DNA sequencing for all Anopheles species tested.",gpt-3.5-turbo,"Genomics	Parasitology	Microbiology
"
<i>Anopheles aquasalis</i> idAnoAquaMG-Q_19 Genome Sequence and Annotation,Genome Sequence and Annotation of Anopheles aquasalis idAnoAquaMG-Q_19,gpt-3.5-turbo,"Transcriptomics    Genetics    Infectious disease
"
Living at the edge: biogeographic patterns of habitat segregation conform to speciation by niche expansion in Anopheles gambiae,"A total of 5597 Anopheles gambiae mosquitoes were collected during 2005 at various sites in Burkina Faso, Africa.  Individuals were assigned to molecular form and inversion karyotypes were determined by light microscopy. (MapVEu VBP0000006)",gpt-3.5-turbo,"Transcriptomics   Genetics   Molecular biology
"
Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central C&#244;te d&#8217;Ivoire,"As part of a cluster randomised controlled trial evaluating a novel insecticide-based intervention in central Côte d’Ivoire, resistance and its underlying mechanisms in Anopheles gambiae populations from a subset of trial villages was assessed. (MapVEu VBP0000725)",gpt-3.5-turbo,"Genetic variation
"
Human brain transcriptome during incubation with parasite-infected erythrocyte specific protein 2 (PIESP2),"RNA Seq comparison of human brain culture (hCMEC/D3) cells treated with the Plasmodium virulence factor, parasite-infected erythrocyte specific protein 2 (PIESP2). PIESP2, BSA and blank controls were assayed with 3 biological replicates.",gpt-3.5-turbo,"Insecticide resistance
"
SNP calls on WGS of Cryptococcus neoformans Zambian environmental and clinical isolates,Forty five isolates were sequenced using Illumina HiSeq 2000.,gpt-3.5-turbo,"Molecular biology
"
<i>Plasmodium falciparum</i> SD01 Genome Sequence and Annotation,Genome Sequence and annotation for Plasmodium falciparum SD01,gpt-3.5-turbo,"Genomics   Evolutionary biology   Infectious disease
"
<i>Cladophialophora psammophila</i> CBS 110553 Genome Sequence and Annotation,Genome Sequence and Annotation of Cladophialophora psammophila CBS 110553,gpt-3.5-turbo,"Infectious disease	Public health and epidemiology	Entomology
"
Transcriptomics of fungal condinia and hyphae,Transcription in fungal conidia (3 and 17 days) and hyphae.,gpt-3.5-turbo,"Transcriptomics     Microbiology     Infectious disease
"
Pyrethroid and organophosphates resistance in Anopheles (N.) nuneztovari Gabald&#243;n populations from malaria endemic areas in Colombia,"Evaluation of insecticide susceptibility status for Anopheles nuneztovari in Colombia using WHO Bioassays, CDC bottleassays and microplate biochemical assays. (MapVEu VBP0000117)",gpt-3.5-turbo,"Transcription factors and regulatory sites	Tropical medicine	Immunology
"
"Transgenic Metarhizium pingshaense synergistically ameliorates pyrethroid-resistance in wild-caught, malaria-vector mosquitoes","WHO tubes are used to compare the impact on insecticide resistance of Met-Hybrid with red fluorescent M. pingshaense (Met-RFP), used as a proxy for the wild-type fungus. (MapVEu VBP0000321)",gpt-3.5-turbo,"Genomics	Microbiology	Biology
"
Comparative transcriptome analyses of deltamethrin resistant and susceptible mosquitoes,Comparison of the transcriptome of Anopheles gambiae mosquitoes that are phenotypically resistant or suscpetible to deltamethrin.,gpt-3.5-turbo,"Proteomics
"
Life cycle expression data (3D7),"Nine different stages during the development of P. falciparum 3D7 were assayed by 
      oligonucleotide microarray analysis.",gpt-3.5-turbo,"Cell biology
"
Merozoite Gene Expression,Microarray gene expression profile of merozoites,gpt-3.5-turbo,"Parasitology
"
<i>Trypanosoma cruzi</i> Sylvio X10/1-2012 Genome Sequence and Annotation,Trypanosoma cruzi Sylvio X10/1-2012 Sequence and Annotation,gpt-3.5-turbo,"""Proteomics""	""Microbiology""	""Parasitology""
"
<i>Trypanosoma congolense</i> IL3000 2019 Genome Sequence and Annotation,Genome sequence and annotation for Trypanosoma congolense IL3000 2019 genome sequence and annotation.,gpt-3.5-turbo,"Transcriptomics    Immunology    Infectious disease
"
<i>Spironucleus salmonicida</i> ATCC50377 Genome Sequence and Annotation,Genome Sequence and Annotation for Spironucleus salmonicida ATCC50377,gpt-3.5-turbo,"Infectious disease   Transcriptomics   Zoology
"
<i>Thermothelomyces thermophilus</i> ATCC 42464 Genome Sequence and Annotation,Genome Sequence and Annotation for Thermothelomyces thermophilus ATCC 42464,gpt-3.5-turbo,"Infectious disease	Tropical medicine	Public health and epidemiology
"
"Mosquito surveillance in City of Suffolk, Virginia, USA. 23434, 2015",Mosquito surveillance from City of Suffolk Mosquito Control 2015. (MapVEu VBP0000544),gpt-3.5-turbo,"Biochemistry   Genomics   Proteomics
"
"DNA barcode sequences used to identify Aedes (Stegomyia) albopictus (Diptera: Culicidae) in La Tebaida (Quind&#237;o, Colombia)",DNA barcoding used to identify Aedes albopictus mosquitoes in Colombia (MapVEu VBP0000355),gpt-3.5-turbo,"Genetics	Genomics	Parasitology
"
Spatio-temporal variation in environmental features predicts the distribution and abundance of Ixodes scapularis,"A systematic investigation the occurrence and abundance of nymphal Ixodes scapularis ticks at 532 sampling locations throughout New York State (NY), USA, between 2008 and 2018.",gpt-3.5-turbo,"Microbiology   DNA   Genetics
"
CHORI105 BAC End sequence,T. cruzi  BAC end-sequences from library CHORI-105,gpt-3.5-turbo,"Population genetics  	Biodiversity	Genetics
"
<i>Cryptosporidium hominis</i> UKH1 Genome Sequence,Genome sequence and assembly for Cryptosporidium hominis UKH1,gpt-3.5-turbo,"Environmental sciences	Parasitology	Public health and epidemiology
"
First detection of the malaria vector Anopheles arabiensis Patton 1905 in C&#244;te d&#8217;Ivoire: urbanization in question,Adult mosquitoes were sampled using the human landing catch sampling method in Bouaké. They were collected for 216 nights between 2019 and 2020 in six districts representative of the diversity in urban landscape. Sampling points were selected along the water network crossing the city and monitored from 2020 to 2021 to detect the presence of anopheline larvae.,gpt-3.5-turbo,"Bioinformatics	Molecular interactions, pathways and networks	RNA
"
Acanthamoeba castellanii NEFF transcripts from build 56 models,Transcripts for Acanthamoeba castellanii NEFF build 56 models,gpt-3.5-turbo,"Environmental sciences   Infectious disease   Public health and epidemiology
"
<i>Trypanosoma cruzi</i> strain Esmeraldo Genome Sequence,Genome sequence for Trypanosoma cruzi Esmeraldo strain cl3,gpt-3.5-turbo,"Genetics   Genomics   Computational biology
"
Transcript Profiling of Host-parasite Interactions,G. lamblia Assemblage A array profiles of host-parasite interactions,gpt-3.5-turbo,"Genetics	Genomics	Parasitology
"
Intact flagellar proteome of procyclic form (Tb427),"Proteome of detached intact flagella from Trypanosoma brucei Lister 427 procyclic form parasites.
                       Peptides are aligned to T. brucei TREU 927.",gpt-3.5-turbo,"Parasitology   Microbiology   Genetics
"
"UK Culicoides surveillance, Pirbright Institute, UK, 2006","A UK surveillance network for Culicoides biting midges was ran up by The Pirbright Institute from 2006 to 2011 using 8W ultraviolet Onderstepoort Veterinary Institute (OVI) light-suction traps. Traps were set from dusk until dawn one day a week. Culicoides were categorised into groups using wing patterns and metrics. Male members of the subgenus Avaritia were identified to species level based on their genital morphology, whilst females were treated as a single group and sub-divided according to the appearance of their abdomen (unpigmented, pigmented, gravid and blood-fed). Development of pigmentation in female Culicoides is broadly indicative of aging, but direct extrapolation to parity is not recommended. For larger samples, a subsampling technique was used. 17 trapping sites are georeferenced to the county level. In most cases, there was a single trap per county. For higher resolution georeferencing, please contact the authors. (MapVEu VBP0000435)",gpt-3.5-turbo,"Proteomics	Cell biology	Microbiology
"
<i>Coccidioides posadasii</i> RMSCC 3700 Genome Sequence,Genome sequence for Coccidioides posadasii RMSCC 3700,gpt-3.5-turbo,"Microbiology   Genetics   Infectious disease
"
SNP calls on WGS of clinical and environmental isolates of Aspergillus fumigatus in Germany,Genome sequencing of environmental Aspergillus fumigatus isolates collected from farms in central Germany and clinical isolates submitted to the German National Reference Center for Invasive Fungal Disease.,gpt-3.5-turbo,"Transcriptomics   Computational biology   Genetics
"
<i>Kluyveromyces marxianus</i> DMKU3-1042 Genome Sequence and Annotation,Genome Sequence and Annotation of Kluyveromyces marxianus DMKU3-1042,gpt-3.5-turbo,"Biology	Environmental sciences	Transcriptomics
"
IEC18 cells infected with T. gondii,Rat intestinal epithelial cells (IEC18) infected with T. gondii tachyzoites and sporozoites for 8hrs.,gpt-3.5-turbo,"Parasitology 	Transcriptomics	Microbiology
"
"A comprehensive gene expression atlas of sex- and tissue-specificity in the malaria vector, Anopheles gambiae",This is the MozAtlas dataset. A number of tissues dissected from adult male and female Anopheles gambiae mosquitoes are assayed on the Affymetrix Plasmodium/Anopheles microarray.,gpt-3.5-turbo,"Parasitology	Microbiology	Proteomics
"
Transcriptomics of Mucor circinelloides NCRIP deficient spores phagocytosed by mouse macrophages,Transcriptomics of R3B2 and RDRP1 fungal spores and fungal spore-macrophage coculture.,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Genetics
"
<i>Coccidioides posadasii</i> RMSCC 2133 Genome Sequence,Genome sequence for Coccidioides posadasii RMSCC 2133,gpt-3.5-turbo,"Genomics   Annotation   Biology
"
<i>Thelohania contejeani</i> T1 Genome Sequence and Annotation,Genome Sequence and Annotation of Thelohania contejeani T1,gpt-3.5-turbo,"Genomics\tParasitology\tMicrobiology
"
Rhodnius prolixus CDC transcripts from build 54 models,Transcripts for Rhodnius prolixus CDC build 54 models,gpt-3.5-turbo,"Bioinformatics	RNA	Gene expression
"
