Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
Sex and Dose Rate Effects in High Throughput Cytogenetics,"Blood from adult and pediatric donors was collected into sodium heparin vacutainer tubes. Blood from each donor was diluted (1:4) in RPMI and exposed to 0, 3 or8 Gy f radiation at various dose rates with the irradiation taking between 5 usec and 48h. Samples were then assayed for micronucleus formation and for dicentric chromosomes using a high throughput assay in 96-well plates. We have seen essentially no effect of Sex on the dicentric or micronucleus yields. High dose rates resulted in decrease in both micronucleus and dicentric yields, primarily at high doses. Age data has not yet been analyzed.",gpt-3.5-turbo,"{'Geriatric medicine', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Aging'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Geriatric medicine', 'Systems biology'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
"Immune Responses to Seasonal TIV 2010-2011 Influenza Vaccination in Humans (see companion study SDY396,SDY564)","High-frequency sampling combined with systems biology analysis of human peripheral blood cells following influenza vaccination was used to investigate T cell and B cell responses. Functional principal component analysis was used to examine time varying B cell vaccine response highlighting a single subject-specific mathematical pattern explaining ninety percent of the transcriptome variation. In addtition, daily sampling and monitoring of the proliferation marker Ki-67, revealed influenza-specific CD4 T cells do respond to vaccination.",gpt-3.5-turbo,"{'Cell biology', 'Electron microscopy', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cell biology', 'Electron microscopy'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Modeling Pulmonary Immunity:  Evaluation of the Innate Immune Response to Pathogens 1) Francisella tularensis 2) Mycobacterium tuberculosis and 3) Influenza A virus in cynomolgus macaque,"A greater understanding of how alveolar macrophages respond to pathogens is important for the design of novel therapeutic agents for treatment of potentially lethal pulmonary infections. To increase understanding of early pulmonary infection response of macaques following infection with viral and bacterial pathogen, alveolar macrophages were used to determine the similarities and differences between species to invading pulmonary pathogens",gpt-3.5-turbo,"{'Biomarkers', 'Biomedical science', 'Analytical chemistry'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Biomarkers', 'Biomedical science', 'Analytical chemistry'}",0.7119708994708995,0.0,1.0,1.0,0.7119708994708995
Human T Cell Profile,"We present a quantitative, system-wide analysis of T cell differentiation, homeostasis and persistence in blood, lymphoid, and mucosal tissues obtained from a highly diverse cohort of 56 organ donors aged 3--73 years. We incorporate an analysis of naive, memory, and effector T cells with functional markers of homeostasis, activation, and tissue residence along with quantification of in situ turnover and TCR clonal distribution to reveal distinct patterns of compartmentalization, maintenance and proliferation of human T cells.",gpt-3.5-turbo,{'Cytogenetics'},"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Radiation', 'Sex and dose rate effects'}",0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Cytogenetics'},0.8018518518518519,2.0,3.0,1.0,0.8018518518518519
Monozygotic and Dizygotic Twin Pair T-Cell Responses to Influenza Vaccination SLVP018 2009,Evaluate the variation in immune response between individuals and assess whether it changes as a function of age and similarity in genetic and environmental background (by comparing differences between monozygotic and dizygotic twin pairs of different ages).,gpt-3.5-turbo,"{'Transcriptomics', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Transcriptomics', 'Systems biology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Monozygotic and Dizygotic Twin Pair T-Cell Responses to Influenza Vaccination SLVP018 2010,Evaluate the variation in immune response between individuals and assess whether it changes as a function of age and similarity in genetic and environmental background (by comparing differences between monozygotic and dizygotic twin pairs of different ages).,gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Animal study'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Animal study'},1.1428571428571428,0.0,1.0,1.0,1.1428571428571428
Monozygotic and Dizygotic Twin Pair T-Cell Responses to Influenza Vaccination SLVP018 2011,Evaluate the variation in immune response between individuals and assess whether it changes as a function of age and similarity in genetic and environmental background (by comparing differences between monozygotic and dizygotic twin pairs of different ages).,gpt-3.5-turbo,"{'Transcriptomics', 'Immunology', 'Genomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Transcriptomics', 'Genomics'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Herold II ITN007AI:  Treatment with hOKT3-gamma-1 (Ala-Ala) in Type 1 Diabetes Mellitus,This open-label phase II trial involving 2 arms where treatment is 0 or 3 cycles of hOKT3gamma1 (Ala-Ala) 6 months apart over the first year of disease in participants with new onset T1DM. Cycles consist of 12 daily doses hOKT3gamma1 (Ala-Ala).,gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Genetics'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Immune response throughout human pregnancy,"The phenotype and intracellular signaling activities of all major innate and adaptive immune cells were simultaneously quantified in serial whole-blood samples throughout pregnancy. Three sets of data were generated by quantifying the abundances of peripheral immune cell sub-sets, capturing endogenous intracellular signaling activities, and determining the capacity of immune cell subsets to respond to stimulation with receptor-specific ligands. The csEN algorithm was adapted from the Elastic Net (EN) regularized regression method and accounts for the influence of previous biological knowledge of receptor-specific signal transduction on the generation of single-cell mass cytometry data. This algorithm allowed to infer a model of interrelated immune features that accurately predicts the timing of immunological adaptations over the entire course of a term pregnancy.",gpt-3.5-turbo,"{'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'biochemistry and molecular biology', 'Immunochemistry'}",0.25,0.5,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}",{'Genetics'},1.0347222222222223,0.0,1.5,1.0,1.0347222222222223
Single-cell RNA-Seq analysis of MTB and DENV immune responses,Single-cell RNA-Seq assays were performed to precisely define the transcriptional profile of Dengue virus (DENV) and Mycobacterium tuberculosis (MTB) antigen specific CD4 T cells.,gpt-3.5-turbo,"{'Immunology', 'Genetics', 'Antimicrobial Resistance'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Age'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Genetics', 'Antimicrobial Resistance'}",0.9993055555555554,0.3333333333333333,1.0,1.0,0.9993055555555554
Time series of global gene expression after trivalent influenza vaccination in humans,The relationship between gene expression patterns and humoral immune response to vaccination was analyzed in order to understand the interindividual variability among immune reponse to vaccination,gpt-3.5-turbo,"{'Immunology', 'Preclinical and clinical studies'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Diabetes Mellitus', 'Clinical Study'}",0.25,0.5,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}",{'Preclinical and clinical studies'},0.8839285714285714,0.0,1.5,1.0,0.8839285714285714
Suspect screening for chemicals in pregnant women,In utero exposure to environmental chemicals can adversely impact pregnancy outcomes and childhood health but minimal biomonitoring data exist on the majority of chemicals used in commerce.,gpt-3.5-turbo,"{'Data mining', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pregnancy'},0.25,0.5,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}",{'Data mining'},0.25,0.0,1.5,1.0,0.25
Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension,"The dysfunction of the renin-angiotensin system (RAS) has been observed in coronavirus infection disease (COVID-19) patients, but whether RAS inhibitors, such as angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin II type 1 receptor blockers (ARBs), are associated with clinical outcomes remains unknown. COVID-19 patients with hypertension were enrolled to evaluate the effect of RAS inhibitors.",gpt-3.5-turbo,"{'Transcriptomics', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Transcriptomics'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection,"SARS-CoV-2-specific antibodies, CD4+ T cells, and CD8+ T cells are made in response to SARS-CoV-2 infection. Understanding the kinetics and durability of immune memory to SARS-CoV-2 is critical for improving diagnostics and vaccines and assessing the likely future course of the COVID-19 pandemic. We assessed the immune memory of all three branches of adaptive immunity (CD4+ T cell, CD8+ T cell, and humoral immunity) in a predominantly cross-sectional study, including a longitudinal subset, extending for up to eight months post-infection.",gpt-3.5-turbo,"{'Vaccinology', 'Gene expression', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gene expression', 'Vaccinology'}",1.0138888888888888,1.0,1.0,1.0,1.0138888888888888
Modeling the Impact of Vaccination Strategies for Nursing Homes in the Context of Increased Severe Acute Respiratory Syndrome Coronavirus 2 Community Transmission and Variants,"Using an agent-based model, we examined the impact of community prevalence, the Delta variant, staff vaccination coverage, and booster vaccines for residents on outbreak dynamics in nursing homes. Increased staff coverage and high booster vaccine effectiveness leads to fewer infections, but cumulative incidence is highly dependent on community transmission.",gpt-3.5-turbo,"{'Environmental sciences', 'Analytical chemistry', 'Toxicology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Analytical chemistry', 'Environmental sciences', 'Toxicology'}",0.7870370370370372,0.0,1.0,1.0,0.7870370370370372
Exploration of molecular mechanism(s) for TLR ligand response differences between adults and neonates,"The study performed expression microarrays on RNA from purified subsets of neonatal and adult APCs, which were stimulated or not stimulated with a TLR ligands of interest. Arrays were performed on cells from neonatal and adult individuals, and the arrays for all will be run in parallel on the same day. This study used ELISA to assess the abundance and activation induced modifications of relevant TLRs, adaptors and downstream signaling pathway components.",gpt-3.5-turbo,"{'Cardiology', 'Infectious disease', 'Pharmacology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cardiology', 'Pharmacology'}",0.9916666666666667,0.0,1.0,1.0,0.9916666666666667
